2aada86263161acc6e207ea329759556d308458a,62,5472,3648,0.04513,1606.9,1012.0,1606.9
8f30778719e5af075797f994273603c94f170e29,58,5472,3648,0.085419,1850.0,724.0,1850.0
4808725b78d40aa66681ad501c830d735f6b1314,58,5472,3648,0.095721,1857.8,596.0,1857.8
fcea4eb8b7a5366c5b751bd154e2109fc0f59ea8,33,5496,3670,0.040893,198.8,547.0,743.7
6a210373c943f674c84759c694dac4daba320a36,38,5496,3670,0.044573,203.4,960.0,1174.4
dfdf0ad53e67816ae834b060ee84ca52f352b0d5,54,5525,3690,0.123775,2261.6,630.0,2261.6
a3044c98dd5281611d8a4d2f688d331f42757229,58,5472,3648,0.098339,1880.3,584.0,1880.3
878f052dd7639b59625c2e129241d32adadfe277,64,5472,3648,0.039683,1606.1,1083.0,1606.1
1f2b5a52ee1fb08e508bd9db013802077fa3de8c,47,5521,3687,0.055341,613.8,841.0,1570.5
8b1a6dead4e015f168627d466b5eab09aedbf90d,30,5496,3670,0.042307,197.1,151.0,354.5
da8d3a26ec2a89d871a54a211441fc5674885677,58,5472,3648,0.085366,1854.3,729.0,1854.3
834979bd5a950935a84f82f34fe50c5ce4d7d769,62,5472,3648,0.045668,1602.0,1000.0,1602.0
3ecc8e0602ef15515aaea09a027371f19a35bdad,47,5521,3687,0.033963,339.1,891.0,1338.7
228cc25b00a878335321ee87cc180271133085f5,34,5496,3670,0.045238,205.0,520.0,737.6
51ac889afa91c483aad8dd05dd69ff05f6a7dc0d,62,5472,3648,0.050334,1611.5,948.0,1611.5
e4cccd54b1477447d67ffb2030b31f6f0ebf10bb,59,5472,3648,0.089478,1857.5,678.0,1857.5
243e61b75a60521ba032a4abd3d7f38edc13eb47,59,5472,3648,0.076908,1791.8,778.0,1791.8
92abc45420f1c5439d13ca43dcb9a70aea344dc0,6,5496,3670,0.041704,186.7,41.0,241.6
c40bf28b2f32ca2c1567ab16b43d5bdf1bb9e2e8,40,5496,3670,0.046839,219.1,958.0,1183.3
5d71a9cc266d0a099cb3712a69c44238283c3961,55,5472,3648,0.071324,1572.2,632.0,1572.2
38ded6610ad6e0887ce750736b5a548b4c9286f4,54,5525,3690,0.123221,2251.3,627.0,2251.3
029f91a65013265f752a8987e0952eb9880ec49c,60,5472,3648,0.057776,1549.6,788.0,1549.6
86fe610140c5c957a1b916ef9d91b42376fd0ddd,53,5525,3690,0.125808,2218.4,560.0,2218.4
c1fd47984538d199b6824e1b2e02fbed20077ef8,53,5525,3690,0.119655,2217.3,640.0,2217.3
e5a91d644626b2e43c9e7b6b567f62459d07cab0,33,5496,3670,0.048107,214.8,531.0,762.4
7dfe0a0e99aec16ef6c0a7a689586c694337482e,53,5525,3690,0.129639,2237.9,529.0,2237.9
7e3227aa88b36b5f85935fed0d5965a6d45263df,59,5472,3648,0.084373,1821.2,709.0,1821.2
13ac04811945643bda100740270d4807ba012411,33,5496,3670,0.040582,191.9,524.0,719.2
93a82571ee2467c4745d112ae16f7e04957d6698,6,5496,3670,0.040145,193.7,38.0,231.1
c869a74f1f281b6b7fe00854ef75c867a1a3e400,53,5525,3690,0.124624,2234.8,592.0,2234.8
822e75ef2010b92fe9ec0c74723448d884a258f1,47,5521,3687,0.051889,571.6,899.0,1583.0
3eda8c875559000eef653059bb28257118661b0a,58,5472,3648,0.089895,1837.0,652.0,1837.0
370e07d2d1d37839f1284cd15c7773f4d08b54ce,62,5472,3648,0.045843,1603.3,999.0,1603.3
a58f69f6b5f7ac906d2781fde3aa77d598abdac9,58,5472,3648,0.083629,1862.4,760.0,1862.4
1a4965157dabb0b21c9497eb44cf54ad4796e4ab,64,5472,3648,0.042475,1638.9,1079.0,1638.9
0e322261a2ea26f96e4f655707e383988bb3ece3,53,5525,3690,0.127287,2227.9,550.0,2227.9
3b46740747b001b644b2fef916301d44ac7402b6,58,5472,3648,0.08435,1852.9,741.0,1852.9
ecc692b6130413dfbbf9aa4b37a486c9d41cf468,59,5472,3648,0.08702,1819.1,672.0,1819.1
02522ec4134273b0355d860be1127a8ee6502a8b,26,5496,3670,0.044261,204.7,61.0,273.9
92c6d827d64efee532000471d73238c8cda86b90,59,5472,3648,0.082992,1841.0,747.0,1841.0
a2ae988c2735a4d5b390a11b63985975ea669a0c,43,5496,3670,0.043575,204.3,959.0,1168.6
3209dd4bf2046755df495d59e0485d54dc3d8701,58,5472,3648,0.08325,1867.4,770.0,1867.4
