2aada86263161acc6e207ea329759556d308458a_00,478,2
8f30778719e5af075797f994273603c94f170e29_00,74,168
8f30778719e5af075797f994273603c94f170e29_02,804,724
8f30778719e5af075797f994273603c94f170e29_02,756,754
8f30778719e5af075797f994273603c94f170e29_02,654,720
8f30778719e5af075797f994273603c94f170e29_02,850,758
8f30778719e5af075797f994273603c94f170e29_02,786,798
8f30778719e5af075797f994273603c94f170e29_02,474,626
8f30778719e5af075797f994273603c94f170e29_11,60,768
4808725b78d40aa66681ad501c830d735f6b1314_10,570,13
fcea4eb8b7a5366c5b751bd154e2109fc0f59ea8_00,135,106
fcea4eb8b7a5366c5b751bd154e2109fc0f59ea8_00,147,117
6a210373c943f674c84759c694dac4daba320a36_00,618,417
dfdf0ad53e67816ae834b060ee84ca52f352b0d5_11,1489,1045
dfdf0ad53e67816ae834b060ee84ca52f352b0d5_11,1617,1035
dfdf0ad53e67816ae834b060ee84ca52f352b0d5_11,1602,1006
a3044c98dd5281611d8a4d2f688d331f42757229_20,474,251
a3044c98dd5281611d8a4d2f688d331f42757229_20,540,288
a3044c98dd5281611d8a4d2f688d331f42757229_20,664,249
a3044c98dd5281611d8a4d2f688d331f42757229_20,721,562
a3044c98dd5281611d8a4d2f688d331f42757229_20,745,552
a3044c98dd5281611d8a4d2f688d331f42757229_20,699,570
a3044c98dd5281611d8a4d2f688d331f42757229_20,663,576
a3044c98dd5281611d8a4d2f688d331f42757229_20,794,508
878f052dd7639b59625c2e129241d32adadfe277_12,47,366
1f2b5a52ee1fb08e508bd9db013802077fa3de8c_00,179,343
1f2b5a52ee1fb08e508bd9db013802077fa3de8c_00,214,332
1f2b5a52ee1fb08e508bd9db013802077fa3de8c_00,219,362
1f2b5a52ee1fb08e508bd9db013802077fa3de8c_00,184,366
1f2b5a52ee1fb08e508bd9db013802077fa3de8c_00,156,376
1f2b5a52ee1fb08e508bd9db013802077fa3de8c_00,274,416
1f2b5a52ee1fb08e508bd9db013802077fa3de8c_00,132,311
1f2b5a52ee1fb08e508bd9db013802077fa3de8c_00,89,342
1f2b5a52ee1fb08e508bd9db013802077fa3de8c_00,71,317
1f2b5a52ee1fb08e508bd9db013802077fa3de8c_00,30,308
1f2b5a52ee1fb08e508bd9db013802077fa3de8c_00,34,345
1f2b5a52ee1fb08e508bd9db013802077fa3de8c_00,77,434
1f2b5a52ee1fb08e508bd9db013802077fa3de8c_00,5,254
1f2b5a52ee1fb08e508bd9db013802077fa3de8c_00,5,212
8b1a6dead4e015f168627d466b5eab09aedbf90d_10,494,345
8b1a6dead4e015f168627d466b5eab09aedbf90d_11,583,115
8b1a6dead4e015f168627d466b5eab09aedbf90d_11,576,92
8b1a6dead4e015f168627d466b5eab09aedbf90d_11,582,86
8b1a6dead4e015f168627d466b5eab09aedbf90d_11,555,82
8b1a6dead4e015f168627d466b5eab09aedbf90d_11,483,140
8b1a6dead4e015f168627d466b5eab09aedbf90d_11,571,39
8b1a6dead4e015f168627d466b5eab09aedbf90d_11,444,164
8b1a6dead4e015f168627d466b5eab09aedbf90d_11,326,90
8b1a6dead4e015f168627d466b5eab09aedbf90d_20,87,393
8b1a6dead4e015f168627d466b5eab09aedbf90d_20,50,17
8b1a6dead4e015f168627d466b5eab09aedbf90d_21,1,124
8b1a6dead4e015f168627d466b5eab09aedbf90d_21,1,151
8b1a6dead4e015f168627d466b5eab09aedbf90d_21,244,162
8b1a6dead4e015f168627d466b5eab09aedbf90d_21,217,308
8b1a6dead4e015f168627d466b5eab09aedbf90d_21,0,87
8b1a6dead4e015f168627d466b5eab09aedbf90d_21,120,38
8b1a6dead4e015f168627d466b5eab09aedbf90d_21,47,197
8b1a6dead4e015f168627d466b5eab09aedbf90d_21,103,158
8b1a6dead4e015f168627d466b5eab09aedbf90d_21,224,164
8b1a6dead4e015f168627d466b5eab09aedbf90d_21,224,147
8b1a6dead4e015f168627d466b5eab09aedbf90d_21,329,132
8b1a6dead4e015f168627d466b5eab09aedbf90d_21,148,119
8b1a6dead4e015f168627d466b5eab09aedbf90d_21,143,103
8b1a6dead4e015f168627d466b5eab09aedbf90d_21,136,168
8b1a6dead4e015f168627d466b5eab09aedbf90d_21,274,265
8b1a6dead4e015f168627d466b5eab09aedbf90d_21,231,249
8b1a6dead4e015f168627d466b5eab09aedbf90d_21,194,240
8b1a6dead4e015f168627d466b5eab09aedbf90d_21,129,38
8b1a6dead4e015f168627d466b5eab09aedbf90d_21,510,5
8b1a6dead4e015f168627d466b5eab09aedbf90d_21,548,7
8b1a6dead4e015f168627d466b5eab09aedbf90d_21,503,33
8b1a6dead4e015f168627d466b5eab09aedbf90d_21,410,83
da8d3a26ec2a89d871a54a211441fc5674885677_01,867,733
da8d3a26ec2a89d871a54a211441fc5674885677_02,619,219
da8d3a26ec2a89d871a54a211441fc5674885677_02,559,407
da8d3a26ec2a89d871a54a211441fc5674885677_02,695,223
da8d3a26ec2a89d871a54a211441fc5674885677_02,686,141
da8d3a26ec2a89d871a54a211441fc5674885677_02,717,248
da8d3a26ec2a89d871a54a211441fc5674885677_02,571,231
da8d3a26ec2a89d871a54a211441fc5674885677_02,585,393
da8d3a26ec2a89d871a54a211441fc5674885677_02,790,484
da8d3a26ec2a89d871a54a211441fc5674885677_02,705,632
da8d3a26ec2a89d871a54a211441fc5674885677_02,722,536
834979bd5a950935a84f82f34fe50c5ce4d7d769_00,581,386
3ecc8e0602ef15515aaea09a027371f19a35bdad_10,332,290
3ecc8e0602ef15515aaea09a027371f19a35bdad_10,355,291
3ecc8e0602ef15515aaea09a027371f19a35bdad_10,377,296
3ecc8e0602ef15515aaea09a027371f19a35bdad_10,394,309
3ecc8e0602ef15515aaea09a027371f19a35bdad_10,430,314
3ecc8e0602ef15515aaea09a027371f19a35bdad_11,254,116
3ecc8e0602ef15515aaea09a027371f19a35bdad_11,240,74
3ecc8e0602ef15515aaea09a027371f19a35bdad_11,207,55
3ecc8e0602ef15515aaea09a027371f19a35bdad_11,190,65
3ecc8e0602ef15515aaea09a027371f19a35bdad_11,161,86
3ecc8e0602ef15515aaea09a027371f19a35bdad_11,171,142
3ecc8e0602ef15515aaea09a027371f19a35bdad_11,112,44
3ecc8e0602ef15515aaea09a027371f19a35bdad_11,278,80
3ecc8e0602ef15515aaea09a027371f19a35bdad_11,283,49
3ecc8e0602ef15515aaea09a027371f19a35bdad_11,307,69
3ecc8e0602ef15515aaea09a027371f19a35bdad_11,314,19
3ecc8e0602ef15515aaea09a027371f19a35bdad_11,340,16
3ecc8e0602ef15515aaea09a027371f19a35bdad_11,472,8
3ecc8e0602ef15515aaea09a027371f19a35bdad_11,155,221
3ecc8e0602ef15515aaea09a027371f19a35bdad_11,195,244
3ecc8e0602ef15515aaea09a027371f19a35bdad_11,190,284
3ecc8e0602ef15515aaea09a027371f19a35bdad_11,142,271
3ecc8e0602ef15515aaea09a027371f19a35bdad_11,136,309
3ecc8e0602ef15515aaea09a027371f19a35bdad_11,169,318
3ecc8e0602ef15515aaea09a027371f19a35bdad_11,120,200
3ecc8e0602ef15515aaea09a027371f19a35bdad_12,80,9
3ecc8e0602ef15515aaea09a027371f19a35bdad_21,70,33
228cc25b00a878335321ee87cc180271133085f5_01,479,56
228cc25b00a878335321ee87cc180271133085f5_01,496,100
51ac889afa91c483aad8dd05dd69ff05f6a7dc0d_21,546,390
51ac889afa91c483aad8dd05dd69ff05f6a7dc0d_21,459,464
51ac889afa91c483aad8dd05dd69ff05f6a7dc0d_21,514,382
51ac889afa91c483aad8dd05dd69ff05f6a7dc0d_21,572,419
51ac889afa91c483aad8dd05dd69ff05f6a7dc0d_21,585,395
51ac889afa91c483aad8dd05dd69ff05f6a7dc0d_21,607,352
51ac889afa91c483aad8dd05dd69ff05f6a7dc0d_21,689,361
e4cccd54b1477447d67ffb2030b31f6f0ebf10bb_01,1093,750
e4cccd54b1477447d67ffb2030b31f6f0ebf10bb_01,1100,798
e4cccd54b1477447d67ffb2030b31f6f0ebf10bb_01,1179,624
e4cccd54b1477447d67ffb2030b31f6f0ebf10bb_01,1117,544
e4cccd54b1477447d67ffb2030b31f6f0ebf10bb_01,1095,531
e4cccd54b1477447d67ffb2030b31f6f0ebf10bb_02,1085,166
e4cccd54b1477447d67ffb2030b31f6f0ebf10bb_02,1037,27
e4cccd54b1477447d67ffb2030b31f6f0ebf10bb_02,1036,14
e4cccd54b1477447d67ffb2030b31f6f0ebf10bb_02,1144,178
e4cccd54b1477447d67ffb2030b31f6f0ebf10bb_02,904,41
e4cccd54b1477447d67ffb2030b31f6f0ebf10bb_02,750,233
243e61b75a60521ba032a4abd3d7f38edc13eb47_00,1053,272
243e61b75a60521ba032a4abd3d7f38edc13eb47_00,1037,402
243e61b75a60521ba032a4abd3d7f38edc13eb47_10,238,540
243e61b75a60521ba032a4abd3d7f38edc13eb47_10,132,423
243e61b75a60521ba032a4abd3d7f38edc13eb47_10,66,622
243e61b75a60521ba032a4abd3d7f38edc13eb47_10,217,556
243e61b75a60521ba032a4abd3d7f38edc13eb47_10,89,245
92abc45420f1c5439d13ca43dcb9a70aea344dc0_00,134,140
92abc45420f1c5439d13ca43dcb9a70aea344dc0_00,236,116
92abc45420f1c5439d13ca43dcb9a70aea344dc0_10,381,155
92abc45420f1c5439d13ca43dcb9a70aea344dc0_10,311,102
92abc45420f1c5439d13ca43dcb9a70aea344dc0_21,307,380
92abc45420f1c5439d13ca43dcb9a70aea344dc0_21,237,331
92abc45420f1c5439d13ca43dcb9a70aea344dc0_21,62,319
92abc45420f1c5439d13ca43dcb9a70aea344dc0_22,353,61
92abc45420f1c5439d13ca43dcb9a70aea344dc0_22,350,79
92abc45420f1c5439d13ca43dcb9a70aea344dc0_22,366,86
92abc45420f1c5439d13ca43dcb9a70aea344dc0_22,308,50
92abc45420f1c5439d13ca43dcb9a70aea344dc0_22,331,18
92abc45420f1c5439d13ca43dcb9a70aea344dc0_22,253,196
92abc45420f1c5439d13ca43dcb9a70aea344dc0_22,164,36
c40bf28b2f32ca2c1567ab16b43d5bdf1bb9e2e8_01,350,105
5d71a9cc266d0a099cb3712a69c44238283c3961_01,332,167
5d71a9cc266d0a099cb3712a69c44238283c3961_01,617,254
38ded6610ad6e0887ce750736b5a548b4c9286f4_12,1648,908
38ded6610ad6e0887ce750736b5a548b4c9286f4_12,1611,858
38ded6610ad6e0887ce750736b5a548b4c9286f4_12,1590,856
38ded6610ad6e0887ce750736b5a548b4c9286f4_12,1702,1090
38ded6610ad6e0887ce750736b5a548b4c9286f4_12,1558,1072
38ded6610ad6e0887ce750736b5a548b4c9286f4_12,1574,1091
38ded6610ad6e0887ce750736b5a548b4c9286f4_22,69,741
029f91a65013265f752a8987e0952eb9880ec49c_00,601,57
029f91a65013265f752a8987e0952eb9880ec49c_00,287,89
86fe610140c5c957a1b916ef9d91b42376fd0ddd_22,513,637
c1fd47984538d199b6824e1b2e02fbed20077ef8_10,584,293
e5a91d644626b2e43c9e7b6b567f62459d07cab0_01,301,318
e5a91d644626b2e43c9e7b6b567f62459d07cab0_01,242,427
e5a91d644626b2e43c9e7b6b567f62459d07cab0_01,305,450
e5a91d644626b2e43c9e7b6b567f62459d07cab0_02,123,291
e5a91d644626b2e43c9e7b6b567f62459d07cab0_02,51,325
e5a91d644626b2e43c9e7b6b567f62459d07cab0_10,610,53
e5a91d644626b2e43c9e7b6b567f62459d07cab0_12,587,351
e5a91d644626b2e43c9e7b6b567f62459d07cab0_12,574,428
e5a91d644626b2e43c9e7b6b567f62459d07cab0_12,530,428
e5a91d644626b2e43c9e7b6b567f62459d07cab0_12,507,448
e5a91d644626b2e43c9e7b6b567f62459d07cab0_12,310,313
e5a91d644626b2e43c9e7b6b567f62459d07cab0_12,322,334
e5a91d644626b2e43c9e7b6b567f62459d07cab0_12,353,360
e5a91d644626b2e43c9e7b6b567f62459d07cab0_12,398,368
e5a91d644626b2e43c9e7b6b567f62459d07cab0_12,383,397
e5a91d644626b2e43c9e7b6b567f62459d07cab0_12,375,397
e5a91d644626b2e43c9e7b6b567f62459d07cab0_12,290,210
e5a91d644626b2e43c9e7b6b567f62459d07cab0_12,292,163
e5a91d644626b2e43c9e7b6b567f62459d07cab0_12,146,142
e5a91d644626b2e43c9e7b6b567f62459d07cab0_22,223,423
e5a91d644626b2e43c9e7b6b567f62459d07cab0_22,145,438
7dfe0a0e99aec16ef6c0a7a689586c694337482e_22,90,948
7e3227aa88b36b5f85935fed0d5965a6d45263df_02,400,731
13ac04811945643bda100740270d4807ba012411_22,284,16
93a82571ee2467c4745d112ae16f7e04957d6698_00,562,286
93a82571ee2467c4745d112ae16f7e04957d6698_00,545,289
93a82571ee2467c4745d112ae16f7e04957d6698_00,530,292
93a82571ee2467c4745d112ae16f7e04957d6698_00,541,135
93a82571ee2467c4745d112ae16f7e04957d6698_00,489,107
93a82571ee2467c4745d112ae16f7e04957d6698_10,89,341
93a82571ee2467c4745d112ae16f7e04957d6698_10,67,355
93a82571ee2467c4745d112ae16f7e04957d6698_10,67,329
93a82571ee2467c4745d112ae16f7e04957d6698_10,76,373
93a82571ee2467c4745d112ae16f7e04957d6698_10,182,296
93a82571ee2467c4745d112ae16f7e04957d6698_10,94,254
93a82571ee2467c4745d112ae16f7e04957d6698_10,22,215
93a82571ee2467c4745d112ae16f7e04957d6698_10,46,214
93a82571ee2467c4745d112ae16f7e04957d6698_11,129,42
93a82571ee2467c4745d112ae16f7e04957d6698_11,142,49
93a82571ee2467c4745d112ae16f7e04957d6698_11,126,10
93a82571ee2467c4745d112ae16f7e04957d6698_11,107,28
93a82571ee2467c4745d112ae16f7e04957d6698_12,168,152
93a82571ee2467c4745d112ae16f7e04957d6698_12,133,133
93a82571ee2467c4745d112ae16f7e04957d6698_12,207,257
93a82571ee2467c4745d112ae16f7e04957d6698_12,183,275
c869a74f1f281b6b7fe00854ef75c867a1a3e400_00,927,1071
c869a74f1f281b6b7fe00854ef75c867a1a3e400_00,971,1084
c869a74f1f281b6b7fe00854ef75c867a1a3e400_00,1022,1001
c869a74f1f281b6b7fe00854ef75c867a1a3e400_00,938,1037
c869a74f1f281b6b7fe00854ef75c867a1a3e400_00,853,1097
c869a74f1f281b6b7fe00854ef75c867a1a3e400_00,851,1110
c869a74f1f281b6b7fe00854ef75c867a1a3e400_01,989,1100
c869a74f1f281b6b7fe00854ef75c867a1a3e400_02,972,30
c869a74f1f281b6b7fe00854ef75c867a1a3e400_02,1234,774
c869a74f1f281b6b7fe00854ef75c867a1a3e400_02,420,796
c869a74f1f281b6b7fe00854ef75c867a1a3e400_02,386,814
c869a74f1f281b6b7fe00854ef75c867a1a3e400_02,375,797
c869a74f1f281b6b7fe00854ef75c867a1a3e400_02,415,844
c869a74f1f281b6b7fe00854ef75c867a1a3e400_02,406,880
c869a74f1f281b6b7fe00854ef75c867a1a3e400_02,720,813
c869a74f1f281b6b7fe00854ef75c867a1a3e400_02,682,537
822e75ef2010b92fe9ec0c74723448d884a258f1_02,479,282
822e75ef2010b92fe9ec0c74723448d884a258f1_02,727,300
822e75ef2010b92fe9ec0c74723448d884a258f1_02,458,246
822e75ef2010b92fe9ec0c74723448d884a258f1_02,571,170
822e75ef2010b92fe9ec0c74723448d884a258f1_02,611,195
822e75ef2010b92fe9ec0c74723448d884a258f1_02,587,301
822e75ef2010b92fe9ec0c74723448d884a258f1_02,506,366
822e75ef2010b92fe9ec0c74723448d884a258f1_02,488,393
822e75ef2010b92fe9ec0c74723448d884a258f1_02,634,291
3eda8c875559000eef653059bb28257118661b0a_22,594,456
3eda8c875559000eef653059bb28257118661b0a_22,892,765
3eda8c875559000eef653059bb28257118661b0a_22,319,661
3eda8c875559000eef653059bb28257118661b0a_22,287,638
3eda8c875559000eef653059bb28257118661b0a_22,693,717
3eda8c875559000eef653059bb28257118661b0a_22,615,489
3eda8c875559000eef653059bb28257118661b0a_22,310,423
3eda8c875559000eef653059bb28257118661b0a_22,156,503
370e07d2d1d37839f1284cd15c7773f4d08b54ce_01,515,244
370e07d2d1d37839f1284cd15c7773f4d08b54ce_02,295,71
370e07d2d1d37839f1284cd15c7773f4d08b54ce_02,340,66
370e07d2d1d37839f1284cd15c7773f4d08b54ce_02,370,92
370e07d2d1d37839f1284cd15c7773f4d08b54ce_02,379,44
370e07d2d1d37839f1284cd15c7773f4d08b54ce_02,404,38
370e07d2d1d37839f1284cd15c7773f4d08b54ce_02,362,128
370e07d2d1d37839f1284cd15c7773f4d08b54ce_02,492,83
370e07d2d1d37839f1284cd15c7773f4d08b54ce_02,547,7
370e07d2d1d37839f1284cd15c7773f4d08b54ce_02,435,149
a58f69f6b5f7ac906d2781fde3aa77d598abdac9_01,1003,581
a58f69f6b5f7ac906d2781fde3aa77d598abdac9_01,1107,600
a58f69f6b5f7ac906d2781fde3aa77d598abdac9_01,961,752
a58f69f6b5f7ac906d2781fde3aa77d598abdac9_01,968,739
a58f69f6b5f7ac906d2781fde3aa77d598abdac9_02,965,102
a58f69f6b5f7ac906d2781fde3aa77d598abdac9_02,979,109
a58f69f6b5f7ac906d2781fde3aa77d598abdac9_02,979,96
1a4965157dabb0b21c9497eb44cf54ad4796e4ab_20,291,18
0e322261a2ea26f96e4f655707e383988bb3ece3_21,968,953
0e322261a2ea26f96e4f655707e383988bb3ece3_22,521,433
0e322261a2ea26f96e4f655707e383988bb3ece3_22,823,384
0e322261a2ea26f96e4f655707e383988bb3ece3_22,318,651
3b46740747b001b644b2fef916301d44ac7402b6_00,386,253
ecc692b6130413dfbbf9aa4b37a486c9d41cf468_20,933,497
ecc692b6130413dfbbf9aa4b37a486c9d41cf468_20,905,546
ecc692b6130413dfbbf9aa4b37a486c9d41cf468_20,1021,345
ecc692b6130413dfbbf9aa4b37a486c9d41cf468_20,962,302
02522ec4134273b0355d860be1127a8ee6502a8b_12,575,237
02522ec4134273b0355d860be1127a8ee6502a8b_12,364,363
02522ec4134273b0355d860be1127a8ee6502a8b_21,327,391
02522ec4134273b0355d860be1127a8ee6502a8b_21,265,372
02522ec4134273b0355d860be1127a8ee6502a8b_22,284,13
02522ec4134273b0355d860be1127a8ee6502a8b_22,69,111
02522ec4134273b0355d860be1127a8ee6502a8b_22,257,140
02522ec4134273b0355d860be1127a8ee6502a8b_22,464,277
92c6d827d64efee532000471d73238c8cda86b90_11,755,638
a2ae988c2735a4d5b390a11b63985975ea669a0c_00,52,197
3209dd4bf2046755df495d59e0485d54dc3d8701_10,1079,411
3209dd4bf2046755df495d59e0485d54dc3d8701_20,106,557
3209dd4bf2046755df495d59e0485d54dc3d8701_20,158,642
3209dd4bf2046755df495d59e0485d54dc3d8701_22,467,312
d76782ae50aa41aad7a6a3e8166d69e199731ef5_11,168,260
d76782ae50aa41aad7a6a3e8166d69e199731ef5_12,565,93
d76782ae50aa41aad7a6a3e8166d69e199731ef5_21,326,269
c774cdf219b0393a7a978a5fc128cde3af6612e2_02,105,74
c774cdf219b0393a7a978a5fc128cde3af6612e2_02,100,112
c774cdf219b0393a7a978a5fc128cde3af6612e2_02,96,137
c774cdf219b0393a7a978a5fc128cde3af6612e2_02,79,137
0bee5bd9703800f0d908ac9395ac4501a14e52e4_02,133,228
7624d44bdca5afc0e5207311f6d5ba27aba0fe7b_00,776,730
12464acd2863fd3abb6af3f0d120e7fec03270e0_01,882,547
12464acd2863fd3abb6af3f0d120e7fec03270e0_02,431,308
12464acd2863fd3abb6af3f0d120e7fec03270e0_02,875,317
12464acd2863fd3abb6af3f0d120e7fec03270e0_02,416,274
12464acd2863fd3abb6af3f0d120e7fec03270e0_02,430,345
12464acd2863fd3abb6af3f0d120e7fec03270e0_02,517,308
12464acd2863fd3abb6af3f0d120e7fec03270e0_02,562,299
12464acd2863fd3abb6af3f0d120e7fec03270e0_02,576,335
12464acd2863fd3abb6af3f0d120e7fec03270e0_02,605,323
12464acd2863fd3abb6af3f0d120e7fec03270e0_02,555,367
12464acd2863fd3abb6af3f0d120e7fec03270e0_02,449,415
12464acd2863fd3abb6af3f0d120e7fec03270e0_02,637,426
12464acd2863fd3abb6af3f0d120e7fec03270e0_02,513,209
12464acd2863fd3abb6af3f0d120e7fec03270e0_02,562,238
12464acd2863fd3abb6af3f0d120e7fec03270e0_02,591,242
12464acd2863fd3abb6af3f0d120e7fec03270e0_02,550,216
12464acd2863fd3abb6af3f0d120e7fec03270e0_02,558,182
